s	scores
1122	[-0.1241933969337723,0.08426018563291961,0.14376270723855591,0.1329748368518896,0.04490173074030073,0.07580268973972225,0.031092093224774794,-6.921872375526883E-4,0.003896703073449406,-0.031665818798469615]
1123	[-0.12542982497697386,0.06847620124613686,0.13959132884111972,0.1184364259643241,0.04023695513094427,0.06019861541566379,0.03185529245272715,-0.01271001598977984,6.390945879806374E-4,-0.03824307564539636]
1124	[-0.12194215887496707,0.06935307920586992,0.13915019048042396,0.11977651581633321,0.03916080260656374,0.059385903822542996,0.03023921273649284,-0.005506466622038563,-0.003648381517936646,-0.03767528083529366]
1125	[-0.11659221393711285,0.0703197706086811,0.14591869391354034,0.11346807057921132,0.008971034686798234,0.08657475639337264,0.007675913421352886,-0.004852030097675784,0.002675733764417895,0.027665654971509624]
1126	[-0.12678230621749353,0.08288835982282156,0.1397068828047119,0.11526238172740297,0.014807460065772856,0.07957111720781486,0.014470311470777325,-0.008483709705286814,-0.0017439308590466336,0.02030186666643989]
1127	[-0.12873316751193173,0.08135940720301672,0.11654230462610184,0.1019233178390702,0.03134453319022596,0.03512267741041635,0.016048639809406545,-0.0030694001960666784,0.004660889258633576,-0.04430680366049161]
1128	[-0.12116630701720729,0.07161400026530766,0.1514731816898933,0.12776091204495038,0.0340558906137631,0.06666027628043233,0.03966469688782969,-0.002127035150344543,-0.008976464784111828,-0.036443729385508994]
1129	[-0.12377719420914657,0.0862217448439403,0.14155431025147452,0.11482622827241691,0.03474221110639645,0.06454366739720362,0.03835423233826428,-0.002992302317835509,-0.017767106521179445,-0.036576623944116655]
113	[-0.14130848917019093,0.1697103190236026,-0.036030004301792116,-0.0026164307008123867,0.026373856974497772,-0.08910771368922701,-0.028484381773535877,-0.026223204096913352,0.022767538791768464,-0.05625042723773455]
1130	[-0.12425868101653964,0.07094039241352317,0.13812548604023792,0.11920582615431573,0.039379429476745484,0.06517390989445355,0.03459369464726446,-0.01077125144676714,2.0055910136973455E-4,-0.04207380275409171]
1131	[-0.11989646295246169,0.09992986739671,0.12571994861956698,0.1045179755270872,0.020935637168689524,0.04479591158742998,0.03666349761462089,0.013684772535044553,-0.016954296105160492,-0.01103563173663231]
1132	[-0.11956484277824009,0.07939855150348507,0.14040282692342138,0.11032354660159803,0.019632797963837822,0.05657356113464795,0.03313947437549842,0.006540416750469683,-0.01617756649168111,0.0029797491859223737]
1133	[-0.1279670268327821,0.10340661360342736,0.11743048558816187,0.09390891510710245,0.017924016817505394,0.035837758694455386,0.03359288725619331,0.01001651454340621,-0.017288091934580245,-0.015430184126074498]
1134	[-0.12784641093051521,0.0905049066359172,0.13212875236592145,0.11419167783951152,0.025111944671406438,0.04657329928118808,0.03710404820032649,0.003080126847431785,-0.013005622013289008,-0.019352747259107888]
1135	[-0.12388028937046001,0.08476850867593193,0.1333422218749245,0.12754544845961763,0.04924137236223536,0.07131242152450833,0.030231693734056205,-0.018586242291920147,0.00202066480161794,-0.04010565600377447]
1136	[-0.11460457619719618,0.10545315779097254,0.12225748340757922,0.10877533463896115,0.013554616066547254,0.07389079253416636,-0.005185528693928988,-0.004065194187013228,0.0023700107409389687,0.03726602098399233]
1137	[-0.12558872143793914,0.10489283126532226,0.11580257360087595,0.09360053930894349,0.008182942141470764,0.05608475857177202,2.3426861003539415E-4,-0.005084978015735183,-0.004136961472477004,0.02295150209265333]
1138	[-0.12059617949897566,0.1028178264785202,0.11897293314873479,0.09256642867760682,0.009998796387746244,0.06745259773494829,-0.005001279409264624,-0.007026421196348944,-3.615624298136561E-4,0.028712678671250953]
1139	[-0.11792717146218003,0.07670828059862955,0.1507761290203206,0.13386070940499012,0.016583296715081904,0.09419538587643535,0.01497280949236309,-0.010194024624210313,-0.0011657467187996605,0.025586737766157667]
114	[-0.14401552158706987,0.16180072454935743,-0.031661636954039084,-0.011149975056199763,0.008344559684211121,-0.09006684333488961,-0.021989236700580145,-0.03126423166945714,0.016480505880614914,-0.05101008485083215]
1140	[-0.11390755597400694,0.08189299304481333,0.132642415128665,0.10247659905328492,0.014195005458151094,0.08203802505270591,-0.0018552738749032728,-0.008871861237829532,-0.00376307180214711,0.04304640679713369]
1141	[-0.12127082838213532,0.07453054388486999,0.15140248551702856,0.12347324638918183,0.018353999518233702,0.09754154964704632,0.012816393676553484,-0.009588701418437415,9.007932495060756E-4,0.02210026689717617]
1142	[-0.12165512062286435,0.09785129716065302,0.13221480829661086,0.11035577057394338,0.01668820893243491,0.08322634757777371,0.006417654435148027,0.005335063146658827,4.986757346891492E-4,0.018869586205565194]
1143	[-0.12375738101273741,0.09619360860894831,0.14032386068488473,0.12137800421627881,0.016801635689878004,0.08874877740051473,0.010493276462907047,-0.009710165688964796,-0.0021626354974094595,0.026615990774370078]
1144	[-0.12093655123795866,0.06525753422362209,0.15131624701608884,0.12458809130138361,0.011098568112849599,0.09052571143706813,0.009672983048890643,-0.007519800942245906,0.003107172021434493,0.02586891408348058]
1145	[-0.11990880232974974,0.09236804261968734,0.1341279339410613,0.11019317227036879,0.009815687881142465,0.08259298442588148,0.0014499302520700932,-0.005631341613144353,-0.0026688243693624835,0.022802558672887156]
1146	[-0.12011054258004658,0.07435917701568175,0.14846851331718436,0.12225519898077761,0.0157501514140631,0.08585959349325127,0.013938537872080263,6.740045151769664E-4,-0.0021446527030482224,0.02392106029595241]
1147	[-0.12560208195202843,0.08070125311097474,0.1464958232018051,0.12244933735387678,0.01677439708077402,0.08941003425002524,0.01016049805552028,-0.004063808848131254,0.0048405612062867795,0.026139429409399745]
1148	[-0.1182762425904252,0.05642867509733501,0.15821242265654975,0.118433300384366,0.012596470507769426,0.09502409526107315,0.008655448131800683,-0.0030989296747559705,0.0051683637839224075,0.028332243734373798]
1149	[-0.12993003652136195,0.07203945462417741,0.1385147798100069,0.12233095000689274,0.03910606924574932,0.06111906736513132,0.030538422171842463,-0.008531741311627612,0.008256743935746803,-0.030597038095507487]
115	[-0.16359675052945266,0.14295151051930546,-0.17272352390085352,-0.023452123739839296,-0.13344087744999555,0.0927580865281248,-0.07316334875257771,0.03732764232729617,0.01844767780605842,-0.025652794136362983]
1150	[-0.12435336401184745,0.11765804872768496,0.1137374028246001,0.09804358373774659,0.008093592306004191,0.06659286678198369,-0.0013867254142903018,-0.0036595017928859478,0.0029799376037812366,0.024104830696025897]
1151	[-0.11796276866182187,0.08456441261606422,0.13842940498829961,0.11827031397995454,0.011345911617317503,0.08692808680350701,0.0029483692881806783,-4.041025156675152E-4,0.004296008957500057,0.02852462110130432]
1152	[-0.11614056523283235,0.07487178078351854,0.13438889332106654,0.11536184635145527,0.04239486755553501,0.062457736420892584,0.03473913824987442,-6.301598105404753E-4,9.947446021673482E-4,-0.0405591581190869]
1153	[-0.11377572810451937,0.08014462087246331,0.14231084281351714,0.11422530669763885,0.00938867524190855,0.08981595001615253,0.0033698203485816223,-0.008204113644795088,-0.0017994340358102464,0.036827696698347206]
1154	[-0.1274962762354977,0.08231211833007114,0.14230967878912712,0.1157099268703804,0.017717301706980174,0.08323026784923444,0.0063268573192094245,-0.0065875951286305506,-0.0027006497565342106,0.01757640476772233]
1155	[-0.12198483830760805,0.07269673423166219,0.1452207213108143,0.11789372219380204,0.03638688395664129,0.06346874433355873,0.041445097748431255,-0.0015684072863070366,-0.010616188760230466,-0.03516073477777648]
1156	[-0.12405853303217203,0.08236249882597164,0.13172444703065175,0.10101782476571693,0.0139669364980681,0.046842780940490165,0.038703159825775685,0.013303339506867396,-0.01762278868700084,0.009483435538229883]
1157	[-0.12048733940892867,0.11643131046303466,0.10305842978710285,0.08522085135025413,0.010258340953270042,0.022145275224952854,0.022655723256236625,0.012885491856240376,-0.020283069516280047,6.9938721558262E-4]
1158	[-0.1244129365449904,0.064852302640015,0.14080652147368142,0.10690542605741225,0.005815004981623232,0.07585615195883369,0.0028416380542510542,-0.0023762338936610594,0.0071661131376683325,0.023378680246976667]
1159	[-0.1219496052540456,0.07109274898586936,0.1446514336198552,0.10972522749401661,0.0130272371884439,0.07774325538680896,0.008467559944309864,-0.0031003901734307604,-0.0026164214982708585,0.01661506059820392]
116	[-0.17059294849627232,0.12378041855757416,-0.16917275796070158,0.0115624880897938,0.0074632111221133775,-0.07021841240934704,0.07871220397828724,-0.09889795123141222,0.03874906475099609,0.018531095020438808]
1160	[-0.11700154135748576,0.07772943990667304,0.14996328015551427,0.13085657938242196,0.02121299087630329,0.09713186709541342,0.005341845533457355,-0.01280863096813645,0.006610536824916928,0.02310787007155627]
1161	[-0.12187342406070902,0.07635108194163673,0.16333353342848814,0.1382732164288252,0.01908844583443122,0.11114580497552733,0.011714523476549535,-0.011051473301017752,0.00820418074038614,0.033853125031940094]
1162	[-0.11591997014578916,0.09290667706693526,0.13615600362982078,0.11160225656634025,0.024809702872269503,0.0648114917699211,0.04250108129081992,0.0102178383458775,-0.012963804750149752,-0.003995238487957325]
1163	[-0.11974371929366992,0.08454816056898587,0.13295933870531654,0.11494545977979954,0.011826215827769323,0.07707868888877169,-0.006337501574353807,-0.0038400668342970065,0.010917430828939,0.018652464223408133]
1164	[-0.12188548461384674,0.08191250224876712,0.13488345046535272,0.11188813011120409,0.03142615245338803,0.0536038502757015,0.028563068043066325,-0.0020030380510040772,-0.010725312911398893,-0.03453193631922049]
1165	[-0.1238878962797584,0.07377378196555245,0.14931076828123907,0.11539418807799495,0.028232985650892498,0.06870845030102776,0.04513283089430105,0.005663800487378441,-0.010262894493978856,-0.019988299925384475]
1166	[-0.1204894671776241,0.07806197874766943,0.1341675116011601,0.10911833630716412,0.031644343923502835,0.05817811984196455,0.043303117979405815,0.001711930893415536,-0.004701512341121957,-0.03263262235931266]
1167	[-0.12457356886894935,0.09615782752653154,0.13487432661393786,0.11437244807016919,0.021797808485474923,0.05787643907502871,0.037133624251156676,0.011374978919264115,-0.016955347297550872,-0.0037381132385453184]
1168	[-0.11943106653927475,0.08792645362764218,0.13881130373558018,0.11356202095837664,0.010382064713004046,0.07646414639489273,-0.0019229817267983323,-0.004215715730557889,-0.004932626643279443,0.02637307649319136]
1169	[-0.12618342108343034,0.07762517562822001,0.15088747462223498,0.1251354212016711,0.017207759346968856,0.09965748492505068,0.007463829273741415,-0.00846479139493549,-0.00300213967463221,0.026033007523899025]
117	[-0.186745785833435,0.1117533432495597,-0.23234649962700998,0.014563969237856128,-0.08142235367826132,-0.01530687329157756,0.1169598873546956,-0.09810949305704408,-0.04408519900419697,0.022674074922297102]
1170	[-0.11842354404763625,0.0728735246638889,0.1526100731532098,0.12682484067469915,0.040843954438400706,0.07968725764678994,0.044486939113404574,-0.005357616912984599,-0.009252979200661102,-0.03284043259985239]
1171	[-0.12214368577831171,0.0769410170480727,0.15030483705753062,0.12170795971470814,0.014539309211186048,0.09578055495119016,0.011419009854122012,-0.007033795158715393,0.002698097815022975,0.02105793231438629]
1172	[-0.11418299473090256,0.07878970301871563,0.14730530595000277,0.12560617051507372,0.01475570770498796,0.09719975141003145,0.008367496548896099,-0.00499738371401916,0.0055656428342552265,0.026805707614502943]
1173	[-0.12033183851640607,0.09031067942330111,0.131268407217948,0.10743953178773645,0.009913490425808623,0.0734206546906475,-0.0023791593893716695,-0.002995286224606023,0.0022813263628506113,0.023934421751328646]
1174	[-0.1333051003374824,0.10762606261852316,0.1205342219058643,0.09471550678112041,0.014934723587076877,0.06822447779468944,9.312078480587912E-4,-0.0038972614559173694,0.0011743173615541874,0.01945195551360424]
1175	[-0.1239499128970903,0.09569719438067514,0.13249806790925572,0.11578437539371003,0.038647100666396324,0.05869857653503697,0.0408806735289709,-0.004950684424072295,-0.009213562481091432,-0.04074413246532849]
1176	[-0.1299686690104278,0.0663722764290936,0.14037620260297398,0.10163036950232475,0.009016586496418729,0.06775368549596893,-0.0015287834475705222,-0.011995214618403534,0.003544593021414173,0.013912157544159852]
1177	[-0.13448337671025634,0.038484415161028296,0.14394216989106776,0.0781262033305648,-0.00719347469884988,0.058797696554779386,-0.009865221258471583,-6.930038159148958E-4,0.0031645945384829095,0.022366364791922857]
1178	[-0.12454084888660875,0.04822787204889636,0.14275363823726378,0.08925074854446552,-4.867618239922466E-4,0.061905049908016214,0.004576761868634903,0.001467721080770972,0.001529563755311141,0.017265458048704354]
1179	[-0.13251066800985759,0.06089445691734231,0.13623964168005184,0.08877814257470325,0.0017332197924605785,0.06082748515340644,-0.0018026505483528955,-0.005768387925857355,-7.30821697750862E-4,0.025395645984966388]
118	[-0.17822043300850246,0.15390639629924047,-0.19934475705867524,-0.02045981547364577,-0.15028240892798686,0.093452770237586,-0.06480802126190507,0.04898452981273151,0.0070765890685728925,-0.028317727046727883]
1180	[-0.12332762449951842,0.03447170425874611,0.15072563283415488,0.09275785147877247,0.004369622652110219,0.07543699574436151,-0.011687959768773248,-0.010557780027125117,0.0034497981632672604,0.03312436844208688]
1181	[-0.13130199781888713,0.060471482348650844,0.1347114308256037,0.09229154960589732,-0.00564168722960362,0.05957716537102107,-0.015963450290685473,-0.005527428377328063,0.003112384046247985,0.029882703545624813]
1182	[-0.12621302199604137,0.06369190581210057,0.13683306147710966,0.08869581421171946,0.0022625598925586294,0.06698785372328514,0.0017344959143509701,0.001664698633981086,0.002009142832201312,0.022605155506310377]
1183	[-0.12563111938785865,0.05332919725400892,0.13728727838720448,0.09635799393701054,0.02424197698934933,0.04518330971938008,0.030531529949794623,-0.004770597894880779,-6.189335200342561E-4,-0.028106164017998325]
1184	[-0.1384645725186183,0.050885933670687514,0.1423582872591995,0.09112083776294587,0.025244621188855156,0.038020967121492645,0.0331159135944676,-0.0028250144565198964,-0.009021524456416111,-0.04061952712033087]
1185	[-0.12304376372192266,0.06152049987425621,0.1423206427757878,0.09822060470889023,0.02885148394105715,0.05338266946624528,0.03667179119027866,0.002515695987982816,-0.008722911934309366,-0.029671745634093378]
1186	[-0.12893603242918908,0.05823436780857408,0.1370329156541092,0.0945742036889934,-0.00451079949439884,0.058632125109316965,-0.006717482500104034,0.0016134098461726247,6.42778704536955E-4,0.025107939588940607]
1187	[-0.1289856644131369,0.05038992564326724,0.13923099571326983,0.0913339453858149,0.019114752961423512,0.04035631969306655,0.02800368398197583,5.966066022569958E-4,-0.008670737749192517,-0.02840271766720359]
